OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,StoreCode
4607,1014,903,2026-03-12,8,26021.2,VSK001
7273,977,1886,2025-06-22,18,31321.07,DEL001
15607,1904,1888,2026-03-09,10,41319.06,PUN001
9938,1614,234,2025-02-03,11,1472.64,CHE001
22155,2567,232,2024-11-07,5,,
411,3091,1679,2025-08-22,17,15173.65,MUM001
20300,1722,568,2025-04-02,,12367.6,
3950,2094,519,2025-07-25,15,25897.85,HYD001
18406,40,1290,2025-05-05,9,25942.2,KOL001
18978,1022,623,2024-09-09,20,3102.7,KOL001
8159,2125,158,2025-12-02,6,39540.81,CHE001
14982,485,385,2024-11-07,14,3901.63,HYD001
4451,752,843,2026-04-27,4,9863.81,VSK001
18027,2008,646,2025-12-10,6,40407.22,KOL001
18963,1689,1713,2024-11-11,20,12385.04,CHE001
11387,736,859,2025-05-07,5,2515.01,HYD001
5316,2227,120,2025-03-02,8,48068.03,KOL001
3268,112,1315,2026-05-07,9,23374.41,TPT001
16386,867,162,2025-06-11,19,48728.92,CHE001
16252,2147,189,2025-03-18,19,23147.59,BLR001
810,2515,1695,2025-07-03,18,24779.55,TPT001
2177,2150,218,2026-04-30,1,46774.93,CHE001
6363,418,420,2024-11-05,19,3009.34,DEL001
12804,1263,1584,2026-03-10,12,30886.88,DEL001
16285,3307,1032,2024-12-15,11,24416.32,DEL001
5885,1824,1947,2025-04-23,12,33242.24,TPT001
2069,3443,PROD001,2025-07-27,11,29468.78,TPT001
ORD-ABC,2131,891,2024-07-07,20,35089.74,BLR001
6250,2506,472,2026-06-10,8,6223.05,KOL001
7173,2864,2006,2026-06-18,8,37046.04,PUN001
10928,3587,1714,2024-07-25,8,28007.9,CHE001
11716,2536,1939,2026-06-13,12,32914.83,TPT001
8240,3306,1865,2025-07-04,14,31043.27,CHE001
7701,3309,203,2025-12-15,11,8364.26,HYD001
3147,2080,1174,2024-07-29,16,4891.92,HYD001
19904,2505,2051,2025-04-11,20,36427.36,PUN001
4591,441,1641,2025-01-16,2,37336.22,BLR001
4834,3208,477,2026-03-31,2,XYZ,CHE001
6333,170,1812,2025-02-23,10,30689.16,CHE001
11903,2452,1483,2025-10-21,19,21374.73,TPT001
15132,3584,1401,2024-09-17,2,41449.3,DEL001
3139,1186,634,2025-04-03,6,28782.46,CHE001
22675,3327,1866,2025-07-20,,46245.1,
117,1715,2041,0000-00-00,18,22123.36,HYD001
14156,2053,1285,2025-02-24,8,36916.46,BLR001
17936,2794,368,2024-09-12,9,23738.68,HYD001
4610,510,253,2025-06-15,14,21203.23,MUM001
1705,2018,606,2024-10-16,1,32554.21,VSK001
10057,373,1465,2025-02-19,12,9817.74,BLR001
15809,1819,881,2025-04-11,6,1200.5,PUN001
21925,1031,361,,6,37317.61,DEL001
22409,766,1143,2025-08-12,18,,BLR001
15869,1696,648,2025-03-25,10,8644.59,TPT001
21861,2261,658,2025-11-24,6,,MUM001
7384,11,119,2025-10-21,1,25794.79,MUM001
10037,2664,1113,2025-07-30,15,14721.43,MUM001
5026,2781,1854,2024-11-07,10,2655.93,HYD001
3861,1733,567,2026-02-12,20,43528.68,HYD001
18548,3623,868,2025-03-24,3,47639.57,KOL001
1727,590,1203,2025-01-29,3,34281.71,DEL001
4147,1704,869,2026-01-27,2,28999.01,HYD001
15844,988,1280,2024-10-30,1,32314.44,CHE001
6646,3039,588,2025-10-17,6,48972.38,HYD001
19401,3546,1371,2025-05-26,10,19001.79,HYD001
14495,2965,388,2025-11-27,15,1872.63,VSK001
13747,2881,697,2024-09-20,17,46207.39,PUN001
2486,870,733,2024-08-10,20,45988.22,HYD001
12013,2142,683,2026-06-05,7,33367.99,CHE001
8663,28,795,2025-05-25,9,22331.95,KOL001
18682,317,761,2026-03-04,7,11444.33,BLR001
8698,2267,388,2025-06-14,15,44939.7,DEL001
6776,3266,967,2024-08-11,2,4523.06,BLR001
3404,2177,1327,2025-06-24,14,43726.28,DEL001
1395,3377,1372,2024-07-03,13,PRICE,VSK001
19645,1319,1735,2026-03-11,18,12230.6,HYD001
10041,1322,149,2025-07-19,9,23656.09,KOL001
1486,2146,363,2025-09-25,13,XYZ,123###
10526,1013,258,2026-06-12,3,4940.46,BLR001
383,1868,630,2024-10-13,16,PRICE,123###
18180,39,604,2025-06-02,10,25956.76,TPT001
1784,3340,1128,2025-07-25,17,11278.52,CHE001
12918,768,1312,2026-05-13,16,27441.28,PUN001
3567,461,1474,2025-05-19,6,36149.93,DEL001
5467,3397,252,2024-10-31,1,26504.41,VSK001
17792,2153,1504,2026-06-03,1,43007.97,VSK001
844,1443,186,2026-02-01,16,42202.7,KOL001
705,2133,1845,2025-12-29,10,47779.82,DEL001
20609,1641,,2025-03-18,9,40736.29,BLR001
22317,3184,54,,,47784.97,VSK001
8451,2007,1402,2026-02-04,9,16621.85,KOL001
8779,2464,507,2026-05-05,15,43289.1,PUN001
3749,-999,PROD001,2025-10-07,15,35532.26,PUN001
16793,2960,62,2026-03-14,10,7042.13,VSK001
13964,3324,2071,2024-10-31,3,18558.05,VSK001
3555,2436,1237,2026-04-07,5,41528.82,KOL001
1800,671,60,2025-08-19,16,39619.64,MUM001
10603,935,1725,2025-04-30,6,14914.53,VSK001
8157,2324,965,2026-06-22,12,49526.73,PUN001
9786,1716,809,2025-11-17,12,26511.1,HYD001
15741,3140,1821,2024-09-05,9,32824.84,TPT001
12577,2404,1591,2026-05-17,16,29464.1,MUM001
21946,,1454,2025-08-15,8,34072.15,
14931,362,914,2026-01-30,8,45286.3,KOL001
17570,2627,434,2025-06-26,6,42029.26,BLR001
4495,1077,-100,NOT_A_DATE,16,30235.51,MUM001
555,2240,1956,2024-09-04,16,31757.48,BLR001
16678,901,898,2024-12-28,16,5344.72,PUN001
15756,3379,292,2025-10-07,13,11038.66,PUN001
10536,1678,305,2025-09-19,7,43175.48,VSK001
1808,1441,1480,2025-05-21,20,42719.74,BLR001
11953,1243,253,2026-04-08,6,19068.85,PUN001
11288,2515,428,2024-11-24,12,10136.63,VSK001
6162,3230,615,2026-05-14,7,23266.2,BLR001
5598,2729,789,2025-06-08,19,9046.32,PUN001
3046,1124,2048,2026-04-13,2,34048.74,CHE001
19078,3340,1134,2026-01-26,14,8420.9,HYD001
3294,3025,1369,2026-06-18,4,13963.78,PUN001
4764,806,212,2025-12-04,15,6922.17,BLR001
19927,3637,1384,2024-12-08,18,19421.37,MUM001
17393,450,1660,2026-02-18,10,2298.2,TPT001
6733,1444,1374,2024-09-04,12,28232.01,MUM001
4027,2107,265,2026-05-06,3,8842.04,MUM001
16841,249,1256,2024-07-06,19,46568.38,DEL001
1326,2093,1145,2024-09-26,2,16811.26,CHE001
19838,3375,392,2026-02-22,14,6747.82,TPT001
7588,1824,1941,2026-01-26,11,49101.38,BLR001
19725,3327,633,2026-04-02,18,17504.29,BLR001
19450,3291,1353,2025-03-08,10,37875.77,VSK001
391,1529,1065,2026-02-14,16,16620.96,CHE001
13978,2460,1308,2025-07-19,14,32094.89,BLR001
22687,,24,2026-02-13,5,37490.25,BLR001
12557,3145,120,2026-04-19,16,4866.72,PUN001
10438,3275,1246,2026-03-30,19,38745.3,VSK001
19401,3546,1371,2025-05-26,10,19001.79,HYD001
1791,2800,1147,2025-11-01,7,47020.99,HYD001
22737,3055,1851,,2,7723.85,PUN001
5542,3204,1030,2025-06-16,8,12052.88,HYD001
14433,740,1195,2025-03-09,4,17345.81,BLR001
8074,2576,1494,2025-09-06,6,25620.57,MUM001
12814,1435,1745,2025-07-28,10,19570.26,PUN001
2940,1731,1804,2026-03-15,15,41911.18,KOL001
15503,2915,1753,2026-04-26,2,27393.7,MUM001
4948,1944,1568,2026-06-02,6,19614.65,PUN001
13369,2341,201,2026-06-16,11,35014.79,HYD001
5670,1925,1479,2026-06-21,2,40642.34,DEL001
14366,843,41,2025-08-02,3,30532.45,PUN001
19180,2093,910,2026-01-01,11,12364.45,BLR001
21420,2604,,,15,1592.64,DEL001
16553,1090,1507,2024-08-24,13,28953.04,TPT001
16132,2804,363,2025-09-30,9,18334.0,VSK001
22992,699,2055,2026-05-04,,,HYD001
12888,1258,571,2025-07-22,10,21431.41,BLR001
1654,294,1197,2025-04-20,15,18666.15,KOL001
11906,3222,1803,2026-04-02,18,1059.59,HYD001
16302,3514,1515,2026-05-28,5,32364.87,BLR001
22877,2646,,2024-11-09,14,22189.75,CHE001
1997,2052,783,2026-06-11,4,43703.21,VSK001
16133,1123,354,2026-06-04,7,24988.52,KOL001
6542,2236,1108,2026-06-04,4,14884.97,KOL001
13680,3624,1193,2026-04-01,10,28017.99,CHE001
189,1840,1999,2025-03-10,13,24235.77,VSK001
9692,1296,104,2025-06-03,12,35815.14,CHE001
4187,882,-100,32-13-2025,3,41936.68,KOL001
4933,198,1740,2025-09-17,7,8184.53,MUM001
20419,,1913,2026-05-06,18,32605.94,DEL001
5949,1193,1966,2025-03-20,4,34683.54,DEL001
6833,2465,1470,2024-09-12,12,40574.12,KOL001
10475,2504,1430,2025-08-16,16,49840.18,PUN001
INVALID,1205,1114,2026-05-28,6,30916.19,KOL001
3041,667,1626,2024-12-06,3,5347.19,DEL001
12660,3258,1204,2025-09-01,1,15604.43,HYD001
6044,3027,1373,2025-07-23,11,22719.64,PUN001
16109,2265,1913,2025-11-05,16,10551.61,DEL001
4154,3056,732,2025-07-09,13,20328.07,MUM001
14216,1956,133,2025-06-23,4,19075.87,KOL001
11521,1581,1586,2026-04-12,11,29229.51,CHE001
11971,2755,1820,2024-11-15,16,5565.55,MUM001
10478,1333,901,2026-06-06,16,34893.02,VSK001
4195,1645,785,2025-12-27,6,26908.1,DEL001
5463,460,1012,2026-01-26,11,4748.9,VSK001
12268,3472,724,2025-10-01,19,5799.73,CHE001
21390,,1874,2025-08-30,4,,MUM001
2001,2471,594,0000-00-00,2,48105.58,KOL001
14583,2494,354,2025-03-11,10,13447.56,TPT001
21675,2086,1947,2025-11-04,1,41311.05,
12556,2320,1001,2025-12-03,8,33720.45,CHE001
22650,181,,2025-01-13,17,6856.05,DEL001
11531,1615,1953,2026-06-06,7,30720.65,VSK001
6484,1413,1870,2025-03-24,12,46795.09,MUM001
9483,469,650,2024-09-06,2,27530.91,TPT001
18912,3299,1906,2025-08-02,12,42610.2,DEL001
462,2062,1549,2024-07-08,13,44917.46,PUN001
21660,1535,309,,11,,PUN001
18023,3283,1601,2024-09-17,19,37026.38,VSK001
5951,847,2036,2026-01-26,13,13379.25,TPT001
5955,862,2019,2024-10-18,3,504.66,MUM001
14948,1815,1328,2026-04-04,13,12789.63,HYD001
20434,,1182,2025-08-30,3,49836.56,
1594,1266,188,2026-04-27,5,32923.38,VSK001
8534,434,130,2025-10-19,14,2503.95,VSK001
6345,1263,258,2025-02-14,4,23968.86,KOL001
20538,,1525,2025-03-01,2,40702.96,CHE001
2082,2300,XYZ,2025-04-06,11,13424.37,PUN001
13186,3084,1784,2024-10-01,16,36812.06,BLR001
18605,545,1520,2024-10-08,2,4152.42,TPT001
861,2120,474,2024-11-23,9,33320.04,MUM001
1301,2080,1486,2024-07-21,2,3509.49,DEL001
19387,1815,1503,2026-03-14,6,21865.51,DEL001
13296,3008,15,2026-01-17,2,40852.29,PUN001
85,624,429,2026-03-29,20,41970.92,KOL001
10907,3302,606,2025-02-22,17,23956.6,PUN001
4984,10,1263,2026-05-03,9,XYZ,CHE001
882,2574,1173,2024-11-02,16,12742.39,VSK001
1995,3103,1697,2026-02-16,12,4925.35,MUM001
9314,724,1484,2024-08-16,8,8830.04,KOL001
14291,2181,1600,2025-09-03,14,9180.61,TPT001
4592,1830,1050,2026-04-07,13,42376.41,HYD001
5396,3021,1554,2024-09-11,7,3996.43,VSK001
2452,1478,1051,2026-01-13,17,9290.38,CHE001
15533,1994,95,2024-06-24,4,13076.87,BLR001
5572,2017,1030,2025-12-07,6,48754.92,VSK001
2508,3614,1419,2025-09-24,10,7914.62,TPT001
9815,115,1022,2025-10-08,20,3230.97,BLR001
6315,2554,817,2025-08-27,15,7265.37,PUN001
1655,1622,1986,2025-08-30,3,25313.1,TPT001
"###",1330,1991,2025-08-13,20,3887.68,CHE001
15312,635,881,2024-11-16,19,12581.27,PUN001
2975,3359,1513,2025-02-19,19,10504.88,CHE001
4787,271,1579,2025-03-15,18,14980.3,PUN001
19623,2118,1475,2026-03-18,20,37781.23,VSK001
17122,641,944,2026-04-07,12,4303.35,KOL001
971,3537,638,2026-03-07,10,38163.41,PUN001
1675,674,1115,2024-07-02,19,26456.21,CHE001
5530,2118,1100,2025-04-18,5,32338.4,CHE001
1720,1486,862,2024-12-20,9,3725.16,HYD001
18475,1630,514,2025-10-21,14,18507.87,VSK001
4546,2187,-100,2024-06-25,9,XYZ,TPT001
13655,373,1723,2026-03-01,12,42788.05,BLR001
10943,2778,1550,2026-04-10,11,817.68,DEL001
2128,38,480,2024-07-22,4,11932.61,KOL001
20248,,,2025-01-21,16,4085.23,CHE001
3816,2903,1888,2025-11-07,16,33706.54,DEL001
5788,498,1859,2026-03-16,9,45603.82,HYD001
2256,416,606,2025-08-20,18,31466.65,TPT001
14576,1591,1977,2025-09-08,13,34725.61,BLR001
14256,1648,1040,2026-03-26,6,26017.61,DEL001
5664,2594,1837,2025-05-28,17,14556.03,MUM001
1104,CUST001,763,2025-09-19,6,39375.14,INVALID_STORE
3231,UNKNOWN,1782,2025-07-08,3,2771.69,HYD001
6408,3333,1248,2025-12-22,18,29166.47,PUN001
5118,3559,378,2024-12-07,3,13731.05,DEL001
18485,844,486,2024-09-01,16,10889.33,PUN001
1394,2963,-100,32-13-2025,15,44515.09,DEL001
608,1481,1924,2026-01-09,4,21161.48,KOL001
3309,2012,369,2024-10-09,11,2846.4,MUM001
3129,1755,1655,2025-01-31,9,36123.33,DEL001
ORD-ABC,UNKNOWN,397,2025-11-19,18,36862.29,DEL001
7486,2517,1055,2025-10-03,5,47288.72,BLR001
8967,892,532,2025-01-24,2,26631.24,PUN001
10872,890,437,2026-03-25,17,29473.7,KOL001
21349,3609,,2024-08-06,15,49391.02,CHE001
16619,3583,228,2024-07-19,5,29018.88,MUM001
17435,663,1338,2024-09-21,6,23196.14,TPT001
9337,3475,700,2025-09-25,4,42662.02,BLR001
5408,1818,1680,2026-01-04,12,18842.88,CHE001
2348,1398,1482,2025-07-30,4,35453.96,DEL001
17183,414,46,2025-02-02,18,7175.3,HYD001
16332,2673,1258,2024-09-05,7,46564.71,MUM001
17102,3511,1591,2025-08-27,11,46424.45,KOL001
11103,3056,1348,2026-05-18,19,20805.91,HYD001
19258,680,1543,2024-08-05,14,37049.87,BLR001
20148,58,897,2024-07-13,14,36487.14,BLR001
14284,751,939,2025-06-29,12,31048.88,DEL001
3749,824,1737,2025-11-10,3,9257.87,BLR001
3013,269,1138,2025-06-21,4,15679.25,TPT001
"###",1141,1953,2026-04-09,7,40632.33,HYD001
2786,1189,125,2024-09-19,1,5548.24,BLR001
14036,3181,1216,2025-03-03,18,24352.16,DEL001
22443,,1598,2025-12-04,10,4650.67,VSK001
19409,3469,1861,2025-06-19,11,37551.76,PUN001
4809,886,2085,2024-12-14,ABC,11714.77,PUN001
19139,3274,924,2024-08-30,4,4864.0,MUM001
20782,508,,2025-12-29,3,21852.01,MUM001
18665,2050,1529,2025-12-19,9,7360.39,VSK001
10333,2317,1016,2024-07-07,1,49144.43,VSK001
18017,3112,847,2025-09-21,7,49091.0,KOL001
8148,1503,761,2025-09-26,7,8998.72,DEL001
11602,3550,1202,2026-05-25,3,7074.57,TPT001
1002,2485,475,2026-03-29,8,42553.41,BLR001
1094,492,18,2025-02-07,4,46346.92,VSK001
12669,363,1089,2025-02-28,1,17305.32,MUM001
7710,226,281,2024-10-04,19,49464.47,VSK001
21445,618,362,2024-08-04,,19839.43,VSK001
2315,1932,1651,2025-12-29,6,32408.54,DEL001
10533,1518,460,2024-08-29,5,20956.27,TPT001
3082,316,440,2024-12-06,3,12623.71,HYD001
1380,238,404,2025-12-17,6,FREE,MUM001
4718,965,1353,2025-10-21,999999,23976.93,BLR001
15071,724,1775,2025-06-27,8,6681.78,BLR001
1620,1505,1337,2025-09-21,2,11062.5,CHE001
17360,1472,1779,2024-07-01,17,3121.09,PUN001
14519,2791,1969,2025-12-25,7,3572.92,KOL001
8069,895,664,2025-09-25,5,27469.34,CHE001
17994,1180,1438,2026-03-30,16,28022.73,CHE001
5991,1272,1532,2025-09-17,16,22231.39,TPT001
14039,2200,415,2024-11-26,9,7873.61,KOL001
20953,2140,,2026-01-02,1,2204.58,
16008,1938,239,2026-04-15,3,6605.61,HYD001
8200,136,1008,2025-08-15,1,39521.33,KOL001
6752,1857,392,2026-06-02,12,34240.9,VSK001
634,1880,-100,2025-06-25,14,24750.2,BLR001
7129,1617,1231,2025-06-14,1,22179.7,CHE001
15315,3543,1590,2025-02-24,6,7071.29,VSK001
10238,1761,1354,2025-11-07,19,2613.52,CHE001
12287,849,371,2025-11-04,10,10002.43,VSK001
8150,2598,1129,2025-07-15,18,40391.52,TPT001
17407,3227,1864,2025-01-23,2,48057.13,KOL001
18646,1949,1880,2025-02-11,19,21133.75,TPT001
3189,334,43,2025-02-09,11,4704.38,VSK001
3632,2079,411,2025-09-07,8,38528.46,MUM001
4247,3428,1337,2025-09-01,9,2866.55,@@@@
4023,945,1783,2025-11-21,12,36870.06,TPT001
15803,1888,2008,2025-12-19,5,11907.23,BLR001
18866,1738,1164,2026-04-21,15,12681.36,VSK001
10779,2891,1509,2026-04-12,8,15205.02,TPT001
15737,1410,810,2026-04-18,20,18577.08,TPT001
2504,1781,2020,2026-02-08,20,48388.42,TPT001
16724,703,5,2025-03-02,4,41099.46,CHE001
1141,1524,1074,2025-08-10,6,42964.5,MUM001
11841,323,1885,2026-06-19,10,1795.73,CHE001
15081,2072,630,2025-02-10,12,33566.24,VSK001
3505,2022,765,0000-00-00,16,XYZ,VSK001
15050,2145,635,2026-01-16,7,19983.32,KOL001
8972,3084,1800,2025-05-07,7,25331.85,BLR001
8432,3564,1813,2024-06-27,5,20619.71,CHE001
21144,1456,1024,2025-07-16,,30566.16,HYD001
5150,965,944,2025-07-24,ABC,779.53,BLR001
14122,1549,1192,2026-05-06,6,43535.2,HYD001
8901,381,930,2026-04-05,13,11517.04,CHE001
10008,187,1656,2025-01-24,15,47921.96,PUN001
8804,3170,1666,2025-01-29,7,7254.69,PUN001
12715,2718,1131,2026-01-27,8,49184.59,KOL001
2761,UNKNOWN,-100,2025-10-15,9,24040.5,BLR001
ORD-ABC,CUST001,1938,2024-12-03,10,35210.73,CHE001
23068,1203,1702,,18,40241.01,
900,2233,1673,2026-06-20,5,36962.71,DEL001
45,1391,1480,2024-11-01,12,13928.27,DEL001
21824,1111,,2025-08-09,4,,KOL001
18730,662,1599,2026-04-08,19,47354.21,KOL001
8726,3077,573,2025-12-21,4,46985.99,MUM001
304,2538,962,2025-06-28,5,27835.08,CHE001
21939,,1776,2025-07-22,10,34898.52,
INVALID,2096,557,NOT_A_DATE,1,39026.64,BLR001
4312,1123,1091,2024-11-14,6,33598.27,DEL001
2593,1131,1319,0000-00-00,13,19386.83,TPT001
1269,844,319,2024-12-21,8,3484.83,CHE001
15059,1243,1653,2024-10-07,7,9731.63,MUM001
7530,968,287,2025-02-02,8,24462.83,VSK001
18686,144,1127,2025-09-02,11,45480.25,VSK001
10596,2178,16,2026-04-06,1,4502.8,PUN001
21334,2302,835,2024-07-30,,,KOL001
ORD-ABC,339,2038,2025-01-28,6,XYZ,PUN001
6868,1407,711,2024-10-10,15,24162.32,KOL001
8649,2978,2005,2025-12-13,18,39921.99,MUM001
21585,,,2025-07-04,11,27146.48,TPT001
19295,1346,949,2025-02-22,19,10828.0,HYD001
1218,3182,420,2026-03-20,3,39736.01,@@@@
4063,2143,1039,0000-00-00,9,FREE,PUN001
23065,,1282,,4,35054.11,BLR001
19908,1470,762,2025-01-05,15,37307.08,DEL001
9296,2816,622,2025-04-10,15,21766.09,HYD001
16611,3209,1934,2026-01-10,15,42886.15,TPT001
703,2766,1440,2026-03-25,8,1102.64,KOL001
22438,323,,2026-05-29,4,7194.54,KOL001
5946,2053,620,32-13-2025,11,34177.0,INVALID_STORE
3982,2533,1504,2025-05-08,12,31032.16,@@@@
